headline,Positive,Neutral,Negative,Compound
"As N.C.A.A. Field Comes Together, Integrity Is on the Bubble",0.224,0.776,0.0,0.3818
"In Serena Williams’s Comeback, a Familiar Opponent: Venus",0.0,1.0,0.0,0.0
Virginia Defeats North Carolina for A.C.C. Championship,0.284,0.49,0.225,0.1531
"Carolyn Fratto, Brian McLeod",0.0,1.0,0.0,0.0
"Maritza Sosa, Rodolfo Nieto",0.0,1.0,0.0,0.0
"Lisa Ann Green, Akiva Wharton",0.0,1.0,0.0,0.0
"Caitlin O’Hern, James Burns",0.0,1.0,0.0,0.0
"Always the Reporter, Never the Bride",0.0,1.0,0.0,0.0
"Sarah Nagel, Andrew Sisisky",0.0,1.0,0.0,0.0
"Gabrielle Nagler, David Simon",0.0,1.0,0.0,0.0
"Stephanie Urban, Calgary Leveen",0.0,1.0,0.0,0.0
"Nancy Gutman, Steven Matz",0.0,1.0,0.0,0.0
G.O.P. Rushed to Pass Tax Overhaul. Now It May Need to Be Altered.,0.0,1.0,0.0,0.0
"N.C.A.A. Selection Show: How to Watch, and What’s New",0.0,1.0,0.0,0.0
Brother of Rob Ford Elected to Lead Conservatives in Ontario,0.0,0.714,0.286,-0.5574
"China’s Legislature Blesses Xi’s Indefinite Rule. It Was 2,958 to 2.",0.265,0.735,0.0,0.5574
Wave of Independent Politicians Seek to ‘Open Cracks’ in Mexico’s Status Quo,0.0,1.0,0.0,0.0
Museums Fight the Isolation and Pain of Dementia,0.0,0.368,0.632,-0.8225
"Homes That Sold for Around $600,000",0.0,1.0,0.0,0.0
Why Joe Biden and Elizabeth Warren Are Eyeing Ohio in 2018,0.0,1.0,0.0,0.0
A Lofty Perch Fit for a Royal Museum at Westminster Abbey,0.2,0.8,0.0,0.3612
"Georgia O’Keeffe in a New Light, Hawaii to New York and Between",0.0,1.0,0.0,0.0
"In the Marines, a Connection Between Art and Combat",0.0,0.769,0.231,-0.34
"On ‘S.N.L.,’ ‘The Bachelor’ With Another Kind of Breakup",0.0,1.0,0.0,0.0
Have You Seen ‘A Wrinkle in Time’? Let’s Talk.,0.0,1.0,0.0,0.0
Bono Apologizes as Accusations of Bullying and Abuse Hit Charity He Co-Founded,0.233,0.308,0.458,-0.7269
A Broadway Footnote: The American in ‘My Fair Lady’,0.223,0.777,0.0,0.3182
"‘I Cheated,’ Says Woodworker Who Fooled the Antiques Experts",0.0,0.755,0.245,-0.3818
A Sudden Promotion Raises Questions in the Brussels Bubble,0.0,1.0,0.0,0.0
What to Cook This Week,0.0,1.0,0.0,0.0
"After Russian Spy Poisoning, Britain Tells Public to Wash Clothes and Use Baby Wipes",0.0,0.774,0.226,-0.5859
Rebecca Miller on the Mother of All Subjects: Her Father,0.0,1.0,0.0,0.0
"As Jury Meltdown Subsides, Focus Falls on Percoco’s Wife",0.0,1.0,0.0,0.0
Confirm or Deny: Rebecca Miller,0.0,0.625,0.375,-0.34
"Deported, and Sticking Out: ‘This Ain’t Home. America’s My Home.’",0.0,1.0,0.0,0.0
"Racial Justice Drives Fight for, and Against, Legal Pot in New Jersey",0.297,0.545,0.158,0.3182
Officer Seen in Video Beating a Black Man Had Been Suspended in the Past,0.0,0.663,0.337,-0.7269
‘Toxic Culture’ Stymies Australian Politics’ #MeToo Moment,0.0,1.0,0.0,0.0
"Turkish Plane Crashes in Iran, Killing Heiress and 7 Friends",0.2,0.516,0.284,-0.3182
ABC Pulls ‘black-ish’ Episode Over ‘Creative Differences’,0.0,1.0,0.0,0.0
‘Black Panther’ Dominates ‘Wrinkle in Time’ at Box Office,0.13,0.87,0.0,0.0516
My Union or My President? Dueling Loyalties Mark Pennsylvania Race,0.244,0.756,0.0,0.4404
"White Evangelical Women, Core Supporters of Trump, Begin Tiptoeing Away",0.244,0.756,0.0,0.4404
Tackling Sexual Harassment With ‘Bipartisan Bad Behavior’ in Shadows,0.0,0.5,0.5,-0.7906
It’s the Last Weekend to File Taxes. Here’s Some Advice.,0.0,1.0,0.0,0.0
N.C.A.A. Tournament Bracket: Analysis of Each Region,0.0,1.0,0.0,0.0
Marine Le Pen Proposes New Name for National Front,0.0,1.0,0.0,0.0
‘Never Again’: Fighting Hate in a Changing Germany With Tours of Nazi Camps,0.0,0.64,0.36,-0.7351
New England Braces for Third Nor’easter in Less Than Two Weeks,0.0,1.0,0.0,0.0
Trump Disputes Times Report on His Legal Team,0.156,0.625,0.219,-0.1531
‘Punish a Muslim Day’ Letters Rattle U.K. Communities,0.0,1.0,0.0,0.0
Sotheby’s Auction to Raise Money for Studio Museum’s New Home,0.0,1.0,0.0,0.0
A Heartland Company Leads the Media Race,0.0,1.0,0.0,0.0
"History, Repeated: Students Look Back in Search of Compromise",0.0,1.0,0.0,0.0
Outsmarted by Odysseus,0.0,1.0,0.0,0.0
Fourth Car From the Back,0.0,1.0,0.0,0.0
SoftBank Looks to Invade Wall Street’s Turf,0.0,1.0,0.0,0.0
"He Stuck to Golf: Tiger Woods, Roaring Back, Ties for 2nd",0.0,0.833,0.167,-0.25
"Lotto Tickets Are Nice, Boss, but Can I Have My Bonus?",0.425,0.575,0.0,0.7684
The Mideast Peace Plan Is Nearly Finished. Is It Dead on Arrival?,0.197,0.562,0.242,-0.2023
"Is Novak Djokovic Fully Recovered? He Just Lost to Taro Daniel, a Qualifier From Japan",0.0,0.859,0.141,-0.3182
East River Helicopter Crash Kills 5 in New York; Pilot Survives,0.0,0.592,0.408,-0.7351
Saudi Aramco Public Listing May Be Delayed Until 2019,0.0,0.808,0.192,-0.2263
Tillerson’s Nairobi Visit Highlights Proposed Spending Cuts,0.0,0.732,0.268,-0.296
"As ‘60 Minutes’ Prepares Stormy Daniels Interview, Lawyers Wrangle",0.0,1.0,0.0,0.0
"U.S. Treasury Auctions, and a Report on Inflation in February",0.167,0.833,0.0,0.2023
Jake Arrieta Heads to the Phillies for 2-5 Years,0.0,1.0,0.0,0.0
Virginia Tops N.C.A.A. Bracket in a Season Marked by Scandal,0.232,0.563,0.204,0.1027
"Trump to Push Ahead on Gun Training for School Employees, White House Says",0.0,0.833,0.167,-0.34
Saudis Said to Use Coercion and Abuse to Seize Billions,0.0,0.682,0.318,-0.6369
What College Students Really Think About Free Speech,0.337,0.663,0.0,0.552
Hong Kong’s Pro-Democracy Bloc Loses Seats in Election,0.0,0.753,0.247,-0.3182
Colombian Election Brings Divided Congress to Power,0.0,1.0,0.0,0.0
"The O.J. Simpson Interview on Fox: Gripping, Gross or Both?",0.0,0.744,0.256,-0.4767
Word + Quiz: <strong></strong>pretentious,0.0,1.0,0.0,0.0
What Is Your Experience With Tipping in Restaurants?,0.0,1.0,0.0,0.0
"Hotter, Drier, Hungrier: How Global Warming Punishes the World’s Poorest",0.105,0.461,0.434,-0.7184
March Madness Myths: N.C.A.A. Bracket Traps to Avoid,0.0,0.541,0.459,-0.6249
"In Erie, One City Block Is a Trek of Disrespect",0.0,0.584,0.416,-0.6908
Teaching Activities for: ‘It’s True: False News Spreads Faster and Wider. And Humans Are to Blame.’,0.157,0.843,0.0,0.4215
Contemplating Yoga Around the World,0.0,1.0,0.0,0.0
Taliban Briefly Take Afghan District as Security Worsens,0.209,0.522,0.27,-0.1779
Shinzo Abe of Japan Back in Spotlight Over Tampered Documents,0.0,1.0,0.0,0.0
"You Can Take It With You, and Museums Hope You Will",0.225,0.775,0.0,0.4404
"Women Still Rule the Coyote Ugly Saloon, 25 Years Later",0.0,0.732,0.268,-0.5106
"To Reach New Audiences, Museums Are Redefining What They Offer",0.109,0.891,0.0,0.0258
Do Antidepressants Work? ,0.0,1.0,0.0,0.0
"Four Years After Declaring War on Pollution, China Is Winning ",0.222,0.523,0.255,-0.128
"Women, Art and the Houses They Built",0.0,1.0,0.0,0.0
Shopping for Bookends,0.0,1.0,0.0,0.0
European Museums Get Adventurous With Virtual Reality,0.286,0.714,0.0,0.34
Women in the Spotlight at Museums,0.0,1.0,0.0,0.0
Havana’s Symphony of Sound,0.0,1.0,0.0,0.0
What Do You Wish More People Understood About What It’s Like to Be a Student in 2018?,0.257,0.743,0.0,0.6369
What Do You Wish More People Knew About What It’s Like to Be a Teacher in 2018?,0.257,0.743,0.0,0.6369
"What’s Going On in This Picture? | March 12, 2018",0.0,1.0,0.0,0.0
"‘Save Me, Save Me’: Scores Dead in Plane Crash in Nepal",0.176,0.44,0.385,-0.5859
A Low-Key Swedish Island’s Shockingly Modern Architecture ,0.0,0.779,0.221,-0.1779
Teenagers Are Sexting — Now What?,0.0,1.0,0.0,0.0
Ignoring Science at Our Peril,0.0,0.357,0.643,-0.6597
Where Might Trump and Kim Jong-un Meet? Here Are Some Possibilities,0.0,1.0,0.0,0.0
"Dropbox, Valued Privately at $10 Billion, Could Droop by 25% in I.P.O.",0.209,0.791,0.0,0.4404
Six Claims Trump Made at His Weekend Rally That Were False or Lacked Context,0.0,1.0,0.0,0.0
Andrew Liveris to Step Down as DowDuPont’s Executive Chairman,0.0,1.0,0.0,0.0
What the Heck Is That?: AUBADE,0.0,1.0,0.0,0.0
The 4 Teams Snubbed from the 2018 N.C.A.A. Tournament,0.0,0.727,0.273,-0.4588
Trump Puts an End to Broadcom’s Bid for Qualcomm: DealBook Briefing,0.0,1.0,0.0,0.0
"To Control Inmates, Some Counties Try the Threat of Electric Shock",0.0,0.6,0.4,-0.7184
"Bringing the Sistine Chapel to Life, With the Vatican’s Blessing",0.262,0.738,0.0,0.4939
March Madness Bracket Predictions: Who the Experts Pick,0.0,0.707,0.293,-0.4404
The Next Goldman Chief Could Be a Banker Who Moonlights as a D.J.,0.0,1.0,0.0,0.0
"After Murder and Protests, Slovak Leaders Struggle to Keep Power",0.0,0.44,0.56,-0.836
"Not Just a Pretty Facade, Palermo’s Opera Is an Anti-Mafia Symbol",0.0,0.792,0.208,-0.3875
"No Immediate Push to Raise Minimum Age for Buying Assault Rifles, Trump Says",0.0,0.647,0.353,-0.7184
Doors-Off Helicopter Flights Under Scrutiny After East River Crash,0.0,0.748,0.252,-0.4019
The Best Monday Meals,0.583,0.417,0.0,0.6369
Man Arrested in 1986 Murder of Massachusetts Teenager,0.0,0.435,0.565,-0.8316
"Percoco Jury Says It Is Deadlocked, Again",0.0,1.0,0.0,0.0
"After Putin Cites Jews, Democrats Implore Trump to Extradite Russians",0.0,1.0,0.0,0.0
"Congress Quashed Research Into Gun Violence. Since Then, 600,000 People Have Been Shot.",0.0,0.629,0.371,-0.7579
"Pineapple, a Spiky Outsider, Is Now a Regular at the Bar",0.0,1.0,0.0,0.0
Stormy Daniels Offers to Return Payment to End Deal for Her Silence,0.0,1.0,0.0,0.0
Alice Birch Wins 2018 Blackburn Prize for ‘Anatomy of a Suicide’,0.438,0.562,0.0,0.7906
"After Team Owner Charges Field Carrying a Gun, Greek Soccer League Suspends All Matches",0.0,0.727,0.273,-0.5423
DeVos Has Not ‘Intentionally’ Visited a Struggling Michigan Public School,0.0,0.763,0.237,-0.4215
Five Destinations That Call for Caution,0.0,1.0,0.0,0.0
"After a Volcano’s Ancient Supereruption, Humanity May Have Thrived",0.0,1.0,0.0,0.0
Here Are 6 N.C.A.A. Bracket Busters. You’ve Been Warned.,0.0,0.792,0.208,-0.2732
"Broadcom’s Bid for Qualcomm May Be Headed for Rejection, U.S. Panel Warns",0.0,0.671,0.329,-0.5994
Thinking of Going to Brazil? You Will Need a Yellow Fever Vaccination,0.0,1.0,0.0,0.0
"A Guide to Gotland, a Rural Paradise Off the Swedish Coast",0.296,0.704,0.0,0.6369
The Latest Subject of Female Fantasies? Creatures From the Deep,0.0,1.0,0.0,0.0
Britain Blames Moscow for Poisoning of Former Russian Spy,0.0,0.519,0.481,-0.7579
Filipino Food Finds a Place in the American Mainstream,0.0,1.0,0.0,0.0
"In Poor Countries, Antismoking Activists Face Threats and Violence",0.0,0.375,0.625,-0.875
The Mug That Makes Everyone a Barista,0.0,1.0,0.0,0.0
Four Shows to Watch This Week,0.0,1.0,0.0,0.0
"Local Honey, Across the U.S.",0.0,1.0,0.0,0.0
Hard Cider With a Miso Pedigree,0.0,0.781,0.219,-0.1027
Tasty Carbs on the Upper East Side,0.0,1.0,0.0,0.0
Mouse on Mars at M.I.T.: A Symposium Becomes a Dance Party,0.213,0.787,0.0,0.4019
Legendary Bitters Return to the Mix,0.0,0.781,0.219,-0.1027
"$560 Million Powerball Winner Can Keep Her Name Private, Judge Rules",0.275,0.725,0.0,0.5859
A Newly Discovered Difference Between Alligators and Crocodiles,0.0,1.0,0.0,0.0
Are Wage Gains Picking Up? Stalling? Questionable Data Makes It Hard to Say,0.14,0.524,0.336,-0.3313
‘What the Heck Is That?’ Collection,0.0,1.0,0.0,0.0
Bon Jovi Falls a Record 168 Spots as ‘Black Panther’ Is No. 1 Again,0.0,1.0,0.0,0.0
Tofu That Can Make You Smile,0.333,0.667,0.0,0.3612
"Robert Lightfoot, NASA’s Acting Administrator, to Retire as Trump’s Nominee Is Stalled",0.0,0.859,0.141,-0.2023
"3 Austin Package Explosions, 2 of Them Deadly, Appear to Be Linked",0.0,1.0,0.0,0.0
"Firefighter, Journalist and Tourist Among Victims of Helicopter Crash",0.0,0.583,0.417,-0.6124
Uncovering Instagram Bots With a New Kind of Detective Work,0.0,1.0,0.0,0.0
"Conceding to N.R.A., Trump Abandons Brief Gun Control Promise",0.177,0.462,0.362,-0.34
Why Demonstrating Is Good for Kids,0.367,0.633,0.0,0.4404
A Visit Behind the Lines: President Trump Heads to California,0.0,1.0,0.0,0.0
"Poisoning of Russian Ex-Spy Is ‘Almost Beyond Comprehension,’ Tillerson Says",0.0,0.703,0.297,-0.5859
James Levine’s Final Act at the Met Ends in Disgrace,0.0,0.738,0.262,-0.4939
"Nancy Dubuc, Head of A&E Networks, Is in Talks to Take Over Vice Media",0.0,1.0,0.0,0.0
How Does Submissive Sex Work in the Age of #MeToo?,0.0,0.796,0.204,-0.3182
"Trump’s Towers Pale Next to Ultraluxury Buildings, Studies Show",0.0,1.0,0.0,0.0
U.S. Braces for Return of Terrorist Safe Havens to Afghanistan,0.186,0.513,0.301,-0.4215
5 Key Factors in Pennsylvania’s Special House Election,0.278,0.722,0.0,0.4019
"In Replay of Aleppo, Syrian Army Splits Rebel Redoubt in Eastern Ghouta",0.0,0.873,0.127,-0.1531
"Despite Mueller’s Push, House Republicans Declare No Evidence of Collusion",0.0,0.804,0.196,-0.296
Bodega Breakfast,0.0,1.0,0.0,0.0
Larry Kudlow Is the New Favorite to Replace Gary Cohn,0.25,0.75,0.0,0.4588
White House Aides Blur the Legal Lines Between Partisans and Public Servants,0.12,0.88,0.0,0.128
The Women Responsible for the Look of Your Next All-Day Cafe,0.187,0.813,0.0,0.3182
Trump Blocks Broadcom’s Bid for Qualcomm,0.0,0.725,0.275,-0.2263
Prosecutors Avoid Autopsy Photos of Children in Nanny Trial,0.0,0.784,0.216,-0.296
Trump’s Evolving Positions on Gun Issues,0.0,0.676,0.324,-0.34
When a Device Meant for Helicopter Safety Becomes a Death Grip,0.178,0.573,0.248,-0.2732
‘I Will Ask Myself More Compassionate Questions’: Readers React to a Story About Homelessness,0.212,0.788,0.0,0.5413
Guantánamo Lawyers Challenge Government’s Explanation for Hidden Microphone,0.157,0.843,0.0,0.0772
The Eight Biggest Beauty Trends from Fashion Month,0.352,0.648,0.0,0.5859
Cuomo Weighs State of Emergency for New York City Public Housing,0.0,0.794,0.206,-0.3818
Amanda Anisimova Leads Young Americans With a Deliberate Pace,0.0,1.0,0.0,0.0
"With Neil Walker Signing, Yankees Send Message to Youngsters",0.0,1.0,0.0,0.0
Relentless Weather: More Snow as Another Nor’easter Blasts New England,0.118,0.882,0.0,0.0516
Trump Plans to View Wall Prototypes. Here Are Some He Won’t See.,0.0,1.0,0.0,0.0
A Black Woman Who Defied Segregation in Canada Will Appear on Its Currency,0.0,1.0,0.0,0.0
"At the Paralympics, Sled Hockey Is Not Necessarily a Young Man’s Game",0.0,1.0,0.0,0.0
Florida Island,0.0,1.0,0.0,0.0
"Larry Page’s Flying Taxis, Now Exiting Stealth Mode",0.0,0.843,0.157,-0.0772
"As Putin’s Opponents Flocked to London, His Spies Followed",0.0,1.0,0.0,0.0
China’s Communist Party Centralizes Power Over Finance and Pollution Control,0.231,0.769,0.0,0.4019
"Charles Manson’s Remains Will Go to Purported Grandson, Judge Rules",0.0,1.0,0.0,0.0
Ice Cube Fires Big3 League’s Commissioner Amid Scandal,0.0,0.707,0.293,-0.4404
Serena Williams’s Return to Tour Is Ended by Her Sister Venus,0.0,1.0,0.0,0.0
Word + Quiz: cornice,0.0,1.0,0.0,0.0
The One Thing That Protects a Laptop After It’s Been Stolen,0.159,0.621,0.221,-0.2263
Broken Balls and ‘Wattery Filth’: Golf’s Original Rules Show a Rougher Game,0.149,0.649,0.201,-0.2023
March Madness,0.0,0.256,0.744,-0.4404
"Teaching Activities for: ‘Hotter, Drier, Hungrier: How Global Warming Punishes the World’s Poorest’",0.102,0.701,0.197,-0.3612
Neither Black Nor White in the Mississippi Delta,0.0,1.0,0.0,0.0
New Zealand Party Is Faulted After Sex-Assault Claims at Youth Camp,0.191,0.638,0.17,0.0772
Anna Deavere Smith: The First Time a White Person Wrote ‘Love’ to Me,0.0,1.0,0.0,0.0
Dear Match Book: I’m Starting an International Feminist Book Club,0.224,0.776,0.0,0.3818
What Idea Do You Have That Is Ahead of Its Time?,0.0,1.0,0.0,0.0
New & Noteworthy,0.0,1.0,0.0,0.0
"Trade Wars Can Be a Game of Chicken. Sometimes, Literally.",0.0,0.714,0.286,-0.5574
"The Needle’s Back. Maybe This Time, It Will Really Be Wrong.",0.0,0.747,0.253,-0.5233
Inspired by the Olympics? Here’s How to Get Into Curling.,0.262,0.738,0.0,0.4939
"How One Sport Is Keeping a Language, and a Culture, Alive ",0.206,0.794,0.0,0.3818
"Near Noisy Oil Fields, Lovesick Birds Change Their Tunes",0.0,0.825,0.175,-0.1779
Does Recovery Kill Great Writing?,0.347,0.254,0.398,-0.1531
Trump Finds Unlikely Culprit in School Shootings: Obama Discipline Policies,0.0,1.0,0.0,0.0
"For Artists, the Thrill of Grant Money Arrives With a ‘Now What’?",0.333,0.667,0.0,0.6124
A Malaysian Insta-City Becomes a Flash Point for Chinese Colonialism — and Capital Flight,0.0,1.0,0.0,0.0
"At Hancock Shaker Village, Concerts, a Farm-to-Table Menu and Goat Yoga",0.0,1.0,0.0,0.0
How Young Is Too Young for Protest? A National Gun-Violence Walkout Tests Schools,0.0,0.719,0.281,-0.5106
The 52 Places Traveler: Island-Hopping on Vibrant Trinidad and Lush St. Lucia,0.236,0.764,0.0,0.5267
"Is It Better to Trust the ‘Process,’ or to Change It?",0.408,0.592,0.0,0.7351
An Old Paris Museum Makes a New Name for Itself,0.0,1.0,0.0,0.0
Why Was This Teenager Bleeding So Excessively?,0.0,1.0,0.0,0.0
"Pressured by Trump, A.T.F. Revisits Bump Stock Rules",0.0,0.787,0.213,-0.2263
The Museums Times Reporters Like to Visit on Their Days Off,0.2,0.8,0.0,0.3612
Should Some Species Be Allowed to Die Out?,0.0,0.642,0.358,-0.5994
"Off the Grid, on Maui",0.0,1.0,0.0,0.0
Stephen Colbert Asks Why Trump Is Scared of Stormy Daniels,0.0,0.756,0.244,-0.4404
Japan Fears Being Left Behind by Trump’s Talks With Kim Jong-un,0.0,0.781,0.219,-0.4215
Memo to Qualcomm: National Champions Have to Deliver: DealBook Briefing,0.274,0.726,0.0,0.5267
"Out of the Doghouse, Into the Bed",0.0,1.0,0.0,0.0
How Soon Is Too Soon for a Movie of Real-Life Trauma?,0.0,0.781,0.219,-0.4215
"The Nerve Agent Too Deadly to Use, Until Someone Did",0.0,1.0,0.0,0.0
"A Reporter Rolled Her Eyes, and China’s Internet Broke",0.0,0.741,0.259,-0.4215
Givenchy and Hepburn: The Original Brand Ambassadors,0.277,0.723,0.0,0.3182
Madison Square Garden Has Used Face-Scanning Technology on Customers,0.0,1.0,0.0,0.0
Hubert de Givenchy on Audrey Hepburn,0.0,1.0,0.0,0.0
Blast Hits Palestinian Prime Minister’s Convoy in Gaza,0.0,1.0,0.0,0.0
Trump Fires Rex Tillerson and Will Replace Him With C.I.A. Chief Pompeo,0.0,1.0,0.0,0.0
Pac-12 Task Force Recommends Sweeping Changes in Wake of N.C.A.A. Investigation,0.16,0.84,0.0,0.2263
Recent Commercial Real Estate Transactions,0.0,1.0,0.0,0.0
Controversial Xu Bing Work Enters the Guggenheim Museum’s Collection,0.0,0.816,0.184,-0.2023
China Unveils Superagencies to Fight Pollution and Other Threats to Party Rule,0.158,0.526,0.316,-0.4019
Reese Witherspoon and Nicole Kidman Benefit From the Streaming Wars,0.205,0.548,0.247,-0.1531
Toxic Tea and Other Tales From an English Tree War,0.0,0.698,0.302,-0.5994
Inside a Design Dealer’s Colorful World,0.0,1.0,0.0,0.0
Art Show Inspired by Parkland Shooting Victims Is Extended,0.256,0.56,0.184,0.2263
"Burning King’s Picture Is Free Speech, European Court Warns Spain",0.26,0.63,0.11,0.4404
Design Legend Murray Moss Captures His Beloved Objects — in Polaroids,0.248,0.752,0.0,0.5106
A Renewal for Phoenix’s Warehouse District: Polished but Gritty,0.0,1.0,0.0,0.0
The Best and Worst of the N.C.A.A. Tournament,0.294,0.42,0.287,0.0258
Trump Answers Questions on Rex Tillerson and Mike Pompeo: Full Transcript,0.0,1.0,0.0,0.0
"With James Levine Fired, Should We Rethink Maestro Worship?",0.172,0.547,0.281,-0.34
Books Rex Tillerson Might Want to Read,0.178,0.822,0.0,0.0772
Jump-Starting the Aquavit Renaissance,0.0,1.0,0.0,0.0
"ICE Spokesman Resigns, Saying He Could No Longer Spread Falsehoods for Trump Administration",0.0,0.71,0.29,-0.5423
"John McEntee, Trump Aide, Is Forced Out Over Security Issue, but Joins Re-election Campaign",0.108,0.764,0.127,-0.0772
"As Turkey Turns Inward, Cultural Exchange Falls by the Wayside",0.0,1.0,0.0,0.0
Michelle Dorrance to Make Dances for American Ballet Theater,0.0,1.0,0.0,0.0
The Story of an Afghan Baby Named Donald Trump,0.0,1.0,0.0,0.0
"Mike Pompeo, a Hawk Who Pleased the President, Moves From Spying to Diplomacy",0.195,0.805,0.0,0.4404
From Coney Island Sideshows to an Operatic Debut at the Met,0.0,1.0,0.0,0.0
